Age,Gender,Income,Product_Category,Promotion,Sales
62,Male,70914.41996349095,Clothing,No,36780.40423741216
18,Male,76518.05811895209,Electronics,No,38778.94694146659
42,Female,22526.891586051363,Books,No,12211.324857019554
24,Female,94896.97969949519,Clothing,Yes,47979.37905949273
26,Female,24157.702692117793,Clothing,Yes,12667.204433235374
41,Female,63303.70682408564,Clothing,No,32558.041279908
18,Male,76724.84155607331,Books,Yes,38702.86516868202
61,Male,89677.52989968685,Books,Yes,46228.365815782294
25,Male,77126.95457059421,Electronics,No,39172.342678377856
41,Male,84138.24664558335,Electronics,Yes,42996.60094958387
28,Female,47156.015403424484,Books,No,24322.257357615388
34,Female,85186.00909972098,Clothing,No,43325.99318553935
25,Male,26409.18771077401,Clothing,Yes,13756.351755671763
52,Male,91585.3324848422,Clothing,Yes,46854.20336602071
52,Female,63807.3900922989,Electronics,No,33073.00174704204
50,Male,85383.82159699949,Clothing,No,43772.7558093329
22,Female,56185.46276146401,Electronics,Yes,28581.102960681015
59,Male,71486.215615722,Electronics,No,36985.33841014966
56,Male,62112.21287488905,Clothing,No,32160.146210592604
58,Male,78527.16174042656,Clothing,No,40403.09402483173
45,Male,26530.398562447168,Books,Yes,14062.2094980509
24,Male,24828.166719245106,Books,No,12920.992334254397
26,Male,39768.25872081172,Clothing,Yes,20303.90803379786
25,Male,32763.574409055065,Electronics,No,16915.50563589358
29,Female,89742.68532737614,Electronics,Yes,45505.073199100305
51,Female,37537.118988643546,Electronics,No,19988.749000048334
50,Female,98069.22046553051,Electronics,Yes,50048.116752134294
40,Female,46951.663341688545,Electronics,Yes,24314.713032362826
41,Female,34569.433255095944,Books,Yes,18151.564213628815
54,Male,83175.88057139833,Clothing,No,42659.925920548885
52,Male,72696.6220400701,Books,No,37575.23649977724
61,Female,59855.65731625112,Electronics,No,31128.971920820597
57,Male,64429.0840750105,Electronics,Yes,33416.60158760667
39,Female,77536.1422617811,Electronics,No,39676.27765580699
44,Female,38276.3793065039,Electronics,Yes,20221.30798755615
52,Male,99706.71328453935,Clothing,No,50905.332486676656
18,Male,97983.45297174265,Electronics,Yes,49259.91652582095
52,Male,72026.05490775495,Clothing,Yes,37108.017031718926
54,Female,35963.39607433161,Electronics,Yes,19311.900884783878
64,Male,74418.25939450331,Clothing,No,38567.3484379947
31,Female,25775.872718334067,Books,No,13596.578145403028
20,Female,22452.200176464485,Electronics,No,11614.798289074542
18,Female,40614.631080897096,Clothing,Yes,20635.748381419682
22,Male,57009.836539145304,Books,Yes,29016.722434436062
43,Male,89461.80043267044,Electronics,No,45528.262324107076
31,Female,78173.52558130464,Electronics,No,39879.89901288857
56,Male,79416.52169599848,Electronics,No,40823.5962231126
44,Male,54039.46675584603,Clothing,Yes,27967.267649849866
26,Male,47674.79940375703,Clothing,Yes,24238.823010003092
32,Female,49683.10103876822,Books,Yes,25527.170332539758
32,Female,99011.96509888463,Clothing,Yes,50112.39649472929
43,Male,23208.7353129986,Clothing,Yes,12302.17201476512
59,Female,89362.51968979588,Electronics,No,46010.444053831576
30,Male,66294.03268579146,Electronics,Yes,34011.13229680489
49,Male,55089.23353516724,Electronics,Yes,28737.564126518013
56,Male,78020.61283321092,Electronics,Yes,40298.47548559584
49,Male,58933.515313976226,Electronics,Yes,30505.345540193557
21,Female,89873.85904653285,Electronics,Yes,45552.5185461212
47,Female,92056.14912090068,Electronics,No,47185.45988030771
54,Female,53737.67414987643,Books,Yes,28047.519257905344
40,Male,42146.223778804124,Books,Yes,21824.67587217086
56,Male,67388.02628746898,Books,Yes,34834.07471387535
62,Male,92989.06764933528,Books,No,47954.803473502434
32,Female,36852.975120453324,Electronics,No,19154.013143411645
60,Male,69837.32668507862,Books,No,35836.1877705482
46,Female,70524.81760740164,Electronics,Yes,36150.5164573338
53,Female,78649.04179322248,Books,No,40407.07602629699
30,Female,30525.414810180784,Clothing,Yes,16051.289928932149
49,Female,77265.99717456708,Books,Yes,39670.686352042845
24,Female,92722.60165325127,Books,No,47011.74399212296
39,Female,34374.64870961936,Electronics,Yes,18029.708119454932
45,Male,39003.46599391021,Books,Yes,20275.303744731544
19,Male,97711.60752333117,Clothing,Yes,49256.64764580578
59,Female,34478.156216759184,Electronics,No,18548.57260853422
62,Female,88350.80746956632,Electronics,Yes,45556.59876971729
23,Male,59382.228515842784,Books,Yes,30095.603482995728
45,Female,39778.48595225417,Electronics,No,20849.123355946707
45,Female,89659.9921018009,Electronics,Yes,46113.46347470686
61,Male,55624.42040021324,Electronics,Yes,29008.88331747693
61,Female,61185.38831437522,Electronics,No,31973.766496633983
37,Female,48738.66955198126,Electronics,Yes,25014.66720613365
47,Female,67436.0681147942,Electronics,Yes,34859.41323985406
28,Male,33081.90980680182,Clothing,Yes,17081.722364382065
45,Male,51286.522932140855,Books,Yes,26653.47029189072
42,Male,97552.985786823,Clothing,Yes,49557.34033323468
56,Female,40650.674616090204,Electronics,No,21569.42258806277
50,Female,72538.93316330339,Electronics,No,37273.60155207755
18,Male,46015.20513797559,Books,No,23346.09775069113
44,Female,81877.85005492804,Clothing,No,41928.12362810352
30,Female,30469.89285746799,Books,Yes,15876.907881094292
58,Female,97585.68360628358,Clothing,Yes,50075.87994796342
20,Female,56303.16331069114,Electronics,Yes,28647.497523481234
56,Female,38884.037067717116,Books,Yes,20653.767901983287
23,Male,25879.739786401013,Books,Yes,13514.378540335847
25,Female,33580.63240700326,Electronics,No,17350.314358042513
44,Male,61581.915884481416,Books,No,31621.35296364053
26,Female,46960.2541145029,Clothing,Yes,24031.895830658472
54,Male,86310.66927060876,Clothing,Yes,44424.848553287724
50,Female,54471.00189294448,Clothing,Yes,28332.118254879893
59,Male,39897.1418070104,Clothing,No,21094.081058164153
61,Female,69371.5989283224,Electronics,Yes,36060.955524999976
41,Male,76542.17735083567,Books,Yes,39207.92023391175
32,Female,33363.352632075985,Clothing,Yes,17458.676223617775
49,Male,33409.537303065415,Electronics,No,17666.98493149558
49,Female,22933.71415468344,Books,Yes,12463.61797791313
41,Male,78912.16120525124,Books,No,40258.39768098692
58,Male,73104.3622097444,Electronics,No,37756.11631366558
29,Female,57970.47005998511,Electronics,No,29714.12694850693
56,Female,87533.63591753576,Clothing,No,44981.436439240984
19,Male,84453.61223600426,Books,No,42694.32781371785
20,Female,66828.34915174017,Books,No,34014.57649010724
54,Male,89461.7024410607,Electronics,Yes,45979.74031377951
34,Male,36467.29680294146,Books,Yes,18969.468238971123
19,Male,28953.56955181823,Clothing,Yes,14808.396258303865
19,Female,41579.96892135917,Books,No,21163.529759832498
45,Male,24566.948487145186,Electronics,Yes,13257.30373680477
40,Male,62493.56224008256,Electronics,No,32209.69410277489
54,Female,94928.45538359691,Clothing,No,48606.494498387845
49,Female,23147.483253480772,Clothing,No,12553.122031251542
50,Female,29768.793120802144,Books,Yes,15896.107271828349
18,Female,56175.92226267482,Books,No,28506.00331044529
36,Male,94710.00140223239,Electronics,No,48243.9994573379
19,Male,45292.48839814004,Clothing,Yes,23255.346129647533
61,Male,60578.784695071394,Clothing,Yes,31558.81548773273
43,Male,23325.828724031366,Clothing,No,12568.440043939423
49,Female,31867.456076967108,Books,No,16857.333867867816
23,Male,98930.40983670775,Clothing,Yes,50189.12417526382
49,Male,97209.49571488364,Electronics,Yes,49544.647573626215
21,Female,20395.198474752768,Electronics,Yes,10849.765468554438
28,Male,96144.94283385912,Books,No,48645.937821628315
34,Male,71129.59502524004,Books,Yes,36254.86086323598
55,Male,89433.46356160176,Clothing,Yes,45775.73142361229
41,Male,56379.18845070873,Books,Yes,29320.59909029508
22,Male,61247.68228634002,Electronics,No,31165.99030549785
51,Male,59107.72642055361,Clothing,Yes,30645.991253987213
23,Female,73349.14060368834,Electronics,Yes,37338.24353779962
39,Female,31172.100380505035,Clothing,Yes,16385.966917689522
28,Male,22397.887189814235,Books,Yes,11829.128190430218
33,Male,44634.39532729528,Clothing,Yes,23052.83129232885
50,Female,76374.46101893173,Clothing,No,39201.01593623105
26,Male,36148.276169835866,Electronics,No,18794.101892836523
23,Male,73874.59466599338,Electronics,No,37455.4318918471
33,Male,97592.96368858163,Clothing,Yes,49371.16863895393
46,Female,27512.05726315347,Books,No,14710.878895224649
20,Male,73808.1694580101,Books,No,37379.00259617644
37,Female,55500.01754436569,Electronics,No,28495.659448794086
53,Male,89451.38035020043,Books,Yes,45774.23069578317
36,Female,34171.98315579088,Electronics,Yes,17866.365674082834
43,Female,75410.07617809316,Books,No,38752.16165505328
20,Male,87049.22317184882,Clothing,No,43925.89578365984
36,Female,95569.13755792186,Electronics,Yes,48762.48048081603
37,Male,74659.84226317167,Electronics,Yes,38108.426087771
49,Female,59773.98112067419,Clothing,No,30964.491973962748
24,Male,69427.77921609711,Electronics,Yes,35249.26534062658
58,Male,89512.39875829745,Books,No,46041.60769617777
50,Female,65648.77973110638,Books,Yes,33797.56245009666
57,Male,22430.96477574695,Electronics,No,12509.768335831199
56,Male,94475.89564055823,Books,No,48419.334760310085
35,Female,75162.14008252489,Electronics,Yes,38332.070859584695
57,Male,74121.07086217972,Clothing,No,38233.91328261884
18,Male,37254.012191817375,Electronics,No,19220.391590011906
28,Female,72710.83761861257,Clothing,No,36994.20325979436
45,Female,51509.15245233268,Books,Yes,26669.303424575075
42,Male,72098.63816331937,Clothing,Yes,36838.849753376875
40,Male,28527.44242463926,Books,Yes,15184.261639662729
48,Female,72627.62436824289,Electronics,No,37388.39670882251
47,Female,99953.09806165332,Books,Yes,51071.051100335484
59,Male,23856.96310884448,Electronics,No,13042.259080453256
52,Female,98173.93473770538,Electronics,No,50104.74132356354
24,Male,52552.63685782965,Clothing,Yes,26941.006348840016
33,Male,89660.27602698073,Clothing,Yes,45593.2721781683
43,Male,82590.83872466188,Clothing,No,42258.75944745469
19,Male,65361.30087893343,Clothing,No,33014.38173625592
18,Male,79075.93674010612,Books,Yes,39869.869650220164
29,Female,90281.24490410784,Books,Yes,45904.74831787313
22,Female,52331.22573208264,Books,Yes,26794.450631517833
54,Female,46162.6529250591,Electronics,No,24147.494513826645
49,Female,73407.47084508678,Books,No,37620.7983729581
26,Male,84627.67535530069,Books,No,42872.9783805791
58,Male,80982.81078212927,Books,No,41621.47054572703
52,Male,83825.09190869075,Clothing,No,42920.52826644077
36,Male,54846.66518503464,Books,Yes,28088.194767874582
33,Female,85426.73729400174,Electronics,Yes,43441.52526217283
20,Male,29616.724429648675,Clothing,No,15142.89274056105
37,Male,63559.12783686796,Electronics,No,32490.023828133057
41,Female,20460.692839849726,Books,Yes,11165.185604581493
50,Female,45966.86639202162,Clothing,Yes,24062.913372582072
41,Female,49316.922789711825,Electronics,Yes,25641.949263009126
28,Female,51693.81532874043,Books,Yes,26327.004320835284
25,Male,75637.37653518897,Electronics,No,38399.676328577465
53,Male,51084.64810162766,Electronics,Yes,26909.887805030412
55,Female,55895.48980980245,Electronics,No,29105.517656472664
57,Male,39003.5304699462,Books,Yes,20794.24013563033
37,Male,49860.14333034721,Books,Yes,25821.672350051045
52,Male,38181.57018105211,Electronics,Yes,20317.304951326183
42,Female,25855.673901475493,Clothing,No,13849.50311944348
52,Male,68275.88747051024,Clothing,No,35284.55233352954
42,Female,73457.02388440131,Books,Yes,37723.41330420195
46,Male,69559.22768076917,Books,No,35813.158443216016
35,Male,57079.523504045785,Books,No,29178.019934671553
63,Male,50382.862414338386,Books,Yes,26350.692758914793
35,Female,89066.69196574602,Books,Yes,45162.98762853153
19,Male,61526.542810897445,Clothing,No,31166.255406210457
52,Female,58334.550210378475,Books,No,30331.6677786315
33,Female,22051.365264514854,Electronics,No,11670.241504506268
58,Female,47299.826210092506,Electronics,Yes,25017.310150904694
53,Male,50415.64950286856,Clothing,Yes,26287.59723398349
50,Male,51905.822471752035,Electronics,No,26983.63571475661
21,Male,66413.78953818658,Clothing,Yes,33613.28406950533
50,Male,62688.203738150274,Clothing,Yes,32225.62323317351
31,Female,68632.40742347557,Electronics,No,35054.13512458125
38,Female,81190.66092337026,Books,No,41591.59723296899
37,Female,85038.85909728748,Electronics,Yes,43368.16309629048
25,Male,77449.84609811955,Electronics,Yes,39139.85988489029
24,Female,96441.89567639478,Clothing,No,48843.98211935903
20,Male,21458.606614108932,Electronics,Yes,11066.823508044166
34,Female,35662.23885468369,Clothing,Yes,18475.215987642925
50,Male,20605.029998251368,Books,No,11328.681181894326
29,Male,71797.97713236825,Books,No,36541.27291003815
39,Female,91842.44391599896,Books,Yes,46685.355557882795
39,Female,39478.58372610394,Electronics,Yes,20606.560257395373
63,Female,94162.76358370454,Clothing,Yes,48497.89803192834
47,Female,24821.39122316487,Books,No,13500.913500063236
55,Male,94754.88214444114,Clothing,Yes,48672.586714402
55,Female,48129.814979170755,Clothing,Yes,25440.849354814727
62,Female,28113.66627593732,Books,No,15442.822070134773
25,Female,58869.74073490605,Books,No,29978.1967160126
44,Male,40542.12541764064,Clothing,Yes,21306.994087932617
44,Male,42789.832156953824,Books,No,22371.58770187743
51,Female,44583.197194102926,Clothing,No,23427.23529480409
38,Male,84242.07182661307,Clothing,Yes,42968.7577918137
47,Female,63132.90213402036,Books,No,32480.245656794792
50,Male,44904.61593248029,Electronics,No,23429.49832545795
45,Male,68826.70266487348,Books,Yes,35373.639512329224
64,Male,77292.05393785548,Electronics,No,40020.91797651238
50,Male,41809.92005868271,Clothing,Yes,21907.01593704818
22,Female,53083.92812202812,Clothing,Yes,27109.298255874917
36,Female,29750.887466955806,Electronics,No,15898.520323881821
21,Female,34491.94796277443,Clothing,No,17556.54090945939
52,Male,74489.42831719862,Electronics,No,38422.93860635568
34,Female,34515.06781565015,Electronics,Yes,18045.936445735995
61,Female,62013.07069336481,Clothing,No,32336.600902215872
45,Female,76723.70093779461,Electronics,Yes,39333.778998851274
47,Male,28550.15384757951,Books,No,15250.470935285039
46,Male,65384.97757031229,Books,No,33675.43883025696
63,Male,40525.022696109096,Clothing,No,21542.347959701023
23,Female,97034.15001900638,Clothing,Yes,48910.0208777662
52,Female,58683.65173759398,Electronics,No,30453.434365732544
58,Female,84479.40398201265,Electronics,No,43353.05862818671
54,Male,64018.123372500944,Electronics,Yes,33254.3809973085
41,Male,23473.002628385533,Electronics,Yes,12469.946804084955
46,Female,70652.1100475218,Books,No,36413.92046170649
63,Male,96112.26737653256,Books,No,49409.08998828663
48,Male,68128.9456117065,Clothing,No,35117.81166742664
52,Male,85535.1087541432,Electronics,Yes,43691.12339028682
50,Male,90736.51706787263,Electronics,Yes,46435.39859012716
38,Female,38246.3817559146,Clothing,Yes,20083.547220823286
49,Male,36963.58719265813,Electronics,Yes,19509.932798426034
40,Male,68878.47910807934,Electronics,No,35211.433339043295
50,Male,52882.27758453638,Electronics,Yes,27477.471782767618
20,Male,87188.90422933763,Electronics,Yes,44087.62435240488
35,Female,92001.8498718409,Electronics,Yes,46730.787890889165
42,Female,48273.71034421745,Clothing,No,25165.236895317652
59,Male,38949.64471795857,Electronics,No,20728.355605980243
48,Male,82442.04121950894,Clothing,Yes,42195.46367495968
20,Male,41984.482843850885,Electronics,Yes,21362.107069241883
57,Male,85809.14548109427,Books,No,44143.01740107503
63,Male,53899.06029190103,Books,No,28305.69677542165
41,Male,73403.99194331764,Books,No,37492.77508104035
49,Female,27642.825106773453,Books,No,14642.779650555312
64,Male,69908.74597412584,Clothing,No,36325.44920602051
39,Female,56141.41429897833,Clothing,No,28897.026810363062
40,Female,66928.67705403792,Electronics,No,34392.94564381153
19,Male,33441.13661958907,Books,No,17346.2857631585
44,Female,78949.89959553457,Clothing,Yes,40437.26661339638
59,Female,89023.76620345829,Electronics,Yes,45755.49924004487
19,Female,37339.184007262054,Electronics,Yes,19049.859806866192
43,Female,27657.16444161294,Clothing,Yes,14742.340041656964
34,Female,21891.08688370691,Books,Yes,11726.601176815018
57,Female,71357.72003546127,Electronics,Yes,36939.190759790516
50,Male,68567.52288710246,Books,No,35506.10797755794
26,Female,63735.7930171256,Books,No,32502.805065109394
60,Female,38555.76768927803,Books,Yes,20549.403757488293
56,Female,51272.47967244117,Electronics,Yes,26800.583778337237
46,Male,67558.10681489384,Books,No,34775.72068382525
59,Female,59741.34870873355,Electronics,No,31054.97353852851
43,Male,99022.84161719098,Books,No,50439.40391654928
52,Female,30915.18020453865,Electronics,Yes,16661.33149495981
42,Male,75611.56432380751,Books,No,38674.13693962661
41,Male,52345.50144834337,Clothing,Yes,26999.72207976517
30,Female,54255.96919404918,Books,Yes,27594.4549122911
24,Female,77407.8212526541,Books,No,39363.29429896909
53,Male,75394.89210594958,Electronics,No,38877.776091999316
62,Female,99300.47949617506,Electronics,Yes,51048.001476246005
37,Male,30271.54315633002,Books,No,15769.63634458728
18,Male,28328.77195073331,Clothing,No,14712.36984534066
25,Male,77947.1053702993,Clothing,Yes,39497.03099848784
63,Male,66270.95336051274,Electronics,No,34446.59714998642
33,Male,41932.85332478447,Clothing,Yes,21589.49797685035
31,Female,26353.54951911893,Books,Yes,13703.080186425479
29,Male,26852.659967714444,Electronics,No,14202.064615029578
40,Male,91535.26997312946,Books,Yes,46766.29472350449
32,Female,35349.385977499434,Electronics,Yes,18413.140173614385
45,Male,45869.724969241666,Electronics,No,23846.924027640198
51,Female,38132.51217815904,Electronics,No,20143.551672166097
19,Female,48399.704466554984,Electronics,No,24639.890734273937
49,Female,25553.907419687468,Clothing,Yes,13721.967737625775
40,Male,61524.78327266163,Books,Yes,31603.166114786432
39,Male,25409.00508737719,Books,No,13549.812742982027
42,Male,84028.52062578892,Books,Yes,43026.07603765934
39,Female,38696.96655283464,Electronics,No,20224.90769281869
39,Male,63200.953168360844,Clothing,No,32272.84141329048
59,Female,90406.32700491666,Books,Yes,46503.5182887782
23,Male,72070.18952377554,Clothing,No,36519.501705720795
32,Female,62636.62292410682,Electronics,Yes,32210.352431451796
60,Male,45946.70024923005,Books,Yes,24386.295904819428
54,Male,46640.15304465583,Clothing,No,24596.521953554646
50,Male,73558.95641585521,Electronics,Yes,37823.31941439028
25,Female,99531.1488976934,Clothing,No,50529.559956180456
61,Female,72947.13518795029,Books,Yes,37813.66184446472
61,Male,64622.673389601994,Books,Yes,33763.974735367854
22,Male,78452.04081913969,Electronics,Yes,39715.758448186665
56,Female,57216.44898269745,Electronics,No,29793.364817587764
21,Female,24811.387408062816,Electronics,Yes,12968.096439298617
23,Female,64983.74527023279,Clothing,No,33032.06039607779
62,Male,96610.02276043041,Clothing,Yes,49740.49257456212
49,Female,34024.23538861277,Clothing,Yes,18053.904762451537
47,Male,75200.39126565325,Electronics,No,38736.65713185766
64,Female,36074.69509272452,Books,No,19455.570997075527
52,Male,62866.2147578465,Books,No,32501.768157062535
57,Female,27734.11597173757,Clothing,No,15137.525647617016
33,Female,56029.67490065481,Clothing,No,28692.510945644102
30,Female,80493.06631161968,Books,Yes,41166.55373581041
59,Female,47805.721939118564,Books,Yes,24901.42773745184
47,Female,73192.93795897745,Clothing,No,37668.763299938226
36,Male,83635.99686317833,Clothing,Yes,42431.53884066146
34,Female,94174.22555835621,Books,Yes,47829.5471088563
36,Female,38771.36654843629,Electronics,Yes,20212.12246527102
45,Female,51945.273264744654,Clothing,No,27088.399988263696
43,Male,32193.281066433396,Books,Yes,16957.425312009007
54,Female,99398.68017267002,Books,Yes,50995.14127790119
43,Male,94160.07743394363,Books,Yes,47892.15705294933
40,Female,63196.57042244477,Books,No,32597.95218359787
26,Female,87362.6635501137,Electronics,Yes,44268.8972308665
29,Male,61676.638181763374,Books,Yes,31495.6625428058
18,Female,69886.85504022078,Clothing,No,35334.78965379935
18,Male,27129.95456928133,Electronics,No,14133.213632052226
64,Male,80421.63363974463,Books,Yes,41669.590804195686
51,Female,30217.078690818787,Electronics,Yes,16287.889517467846
49,Male,86085.41042020227,Clothing,No,43957.51837164246
42,Female,82562.24701363087,Books,No,42114.62132001241
57,Female,76699.57581943812,Clothing,No,39451.930257168446
62,Male,22892.83044198097,Books,No,12511.600932311268
18,Male,44250.26847562629,Books,No,22661.26604799815
33,Male,41049.00559286743,Books,No,21201.720443799444
56,Male,48810.91259772153,Books,No,25541.606902431537
22,Female,27011.419741107085,Books,Yes,14180.320093896098
39,Female,94956.62584248502,Electronics,No,48305.71406100388
46,Male,64304.1792569901,Books,No,33038.042534926455
20,Female,44441.944852641886,Books,Yes,22683.497864269444
29,Female,51758.52136594267,Electronics,No,26440.993777783646
43,Female,55776.20324038685,Electronics,No,28877.53719712222
33,Female,68047.54666884939,Electronics,Yes,34761.40712659828
54,Male,61254.354215719824,Electronics,No,31736.44996680053
39,Male,93551.35785715339,Electronics,Yes,47596.288611374664
46,Female,59757.07863246642,Electronics,Yes,30902.91716684901
31,Male,99372.64118586501,Books,Yes,50384.66870548449
45,Male,88113.99661960766,Books,Yes,44975.00080096308
22,Male,36680.841148586864,Clothing,No,18794.543980683917
64,Female,94447.6171715133,Books,Yes,48580.65630307471
47,Female,29309.311830838087,Books,Yes,15661.41410186509
63,Female,85395.97667929533,Electronics,No,44056.095936335165
22,Male,50449.86347812641,Electronics,Yes,25697.264658738404
29,Female,90237.94563560556,Books,Yes,45884.43210871543
33,Female,89444.53520859603,Clothing,Yes,45476.95042203897
43,Male,84474.03200940968,Electronics,Yes,43146.63132942235
43,Female,83202.4349045649,Books,No,42560.6558740203
38,Female,44374.33112784327,Books,Yes,23024.72870403976
56,Male,26473.542644100176,Clothing,No,14233.388686601722
53,Male,52238.41430121292,Clothing,No,27263.302419628624
50,Male,33881.96119892069,Electronics,Yes,17939.029979221927
47,Female,75596.08711219694,Clothing,Yes,38916.4863344216
54,Female,47687.97812302284,Books,Yes,24984.814097622075
40,Female,98048.8160687932,Books,Yes,49987.415064135705
27,Male,71277.76618762656,Clothing,No,36165.86123849352
22,Male,85798.44509074888,Clothing,No,43396.2154720885
53,Female,30601.973819347873,Clothing,No,16547.011259724623
51,Female,88961.15858180981,Clothing,Yes,45558.67763626343
48,Male,93820.57524107155,Electronics,No,47891.2059106622
27,Male,58964.95350551487,Clothing,Yes,30157.980814135615
36,Male,68500.2350200782,Electronics,Yes,35133.68366971419
49,Male,81184.78407223964,Books,Yes,41587.517122778336
18,Female,33987.090180833,Clothing,Yes,17239.998988374726
22,Male,60205.2861170754,Electronics,Yes,30581.640760787865
62,Female,51893.04222178505,Clothing,No,27319.257063061166
21,Female,31709.91937297993,Books,No,16262.456267547592
33,Female,49402.753783322514,Books,Yes,25445.283107959636
41,Male,25453.784750839484,Books,No,13531.143881623108
33,Male,22064.95255595896,Clothing,Yes,11569.259561726874
19,Male,30813.303132385823,Clothing,Yes,15789.103448488919
